Business Name,Address,Phone Number,Facility Type,Referral Priority
BILTMORE CARDIOLOGY SURPRISE,"14815 W BELL RD STE 104, SURPRISE, AZ 85374-7603",480-888-5203,Exclude / Not Useful,X
BILTMORE CARDIOLOGY WICKENBURG,"519 ROSE LN, WICKENBURG, AZ 85390-1448",480-888-5203,Exclude / Not Useful,X
BILTMORE CARDIOLOGY- WEST,"1325 N LITCHFIELD RD STE 1, GOODYEAR, AZ 85395-1213",602-396-9894,Exclude / Not Useful,X
"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC","14510 W SHUMWAY DR, SUN CITY WEST, AZ 85375-5814",623-546-2718,Exclude / Not Useful,X
"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC","13090 N 94TH DR, PEORIA, AZ 85381-4256",623-974-5851,Exclude / Not Useful,X
"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC","1021 S 7TH AVE STE 1, PHOENIX, AZ 85007-3725",602-254-1954,Exclude / Not Useful,X
BLOOM365,"1715 W NORTHERN AVE, PHOENIX, AZ 85021-5472",888-606-4673,Exclude / Not Useful,X
BLOOMKIDZ,"2141 E PECOS RD STE 1, CHANDLER, AZ 85225-6077",480-846-0607,Exclude / Not Useful,X
BLUE HORIZON BEHAVIORAL HEALTH LLC,"8151 E INDIAN BEND RD # SU, SCOTTSDALE, AZ 85250-4826",401-263-9024,Exclude / Not Useful,X
BMA ARCADIA DIALYSIS,"4021 N 30TH ST, PHOENIX, AZ 85016-6891",602-957-2142,Exclude / Not Useful,X
BMA CENTRAL PHOENIX DIALYSIS,"3421 N 7TH AVE, PHOENIX, AZ 85013-3635",602-274-2293,Exclude / Not Useful,X
BMA RED MOUNTAIN,"1211 N COUNTRY CLUB DR, MESA, AZ 85201-2545",480-833-7440,Exclude / Not Useful,X
BODY & SOUL COMMUNITY COUNSELING SERVICES,"5060 N 19TH AVE STE 218, PHOENIX, AZ 85015-3212",602-358-7015,Exclude / Not Useful,X
BOTANICAL WELLNESS CENTER,"2500 E THOMAS RD STE 10, PHOENIX, AZ 85016-7950",623-920-1620,Exclude / Not Useful,X
BRAIN SOLUTIONS PLLC,"1930 S ALMA SCHOOL RD # SU, MESA, AZ 85210-3064",480-717-4025,Exclude / Not Useful,X
BRAVE HEARTS WELLNESS,"9100 N CENTRAL AVE, PHOENIX, AZ 85020-2430",480-664-4641,Exclude / Not Useful,X
BREAKTHROUGH BEHAVIORAL HEALTH,"4801 S LAKESHORE DR # SUI, TEMPE, AZ 85282-7155",480-525-0058,Exclude / Not Useful,X
BREASTLINK CHANDLER,"1727 W FRYE RD STE 110, CHANDLER, AZ 85224-5296",480-455-1860,Exclude / Not Useful,X
BREASTLINK KIERLAND,"7469 E MONTE CRISTO AVE, SCOTTSDALE, AZ 85260-1618",480-455-1860,Exclude / Not Useful,X
BREASTLINK MERCY GILBERT,"3686 S ROME ST, GILBERT, AZ 85297-7341",480-728-8000,Exclude / Not Useful,X
"BRIDGE GROUP OF ARIZONA, LLC, THE","1237 S VAL VISTA DR # SU, MESA, AZ 85204-6401",480-776-3390,Exclude / Not Useful,X
BRIDGE TO BALANCE INC,"1222 E BASELINE RD STE 103, TEMPE, AZ 85283-1433",602-705-1011,Exclude / Not Useful,X
"BRIDGING THE GAP LIFE SKILLS, MENTORING & YOUTH DE","430 N DOBSON RD STE 1, MESA, AZ 85201-5276",480-430-5251,Exclude / Not Useful,X
BRIDGING THE HOPE COUNSELING SERVICES,"5320 N 16TH ST, PHOENIX, AZ 85016-3220",602-686-7260,Exclude / Not Useful,X
BRIGHTER TOMORROWS FAMILY SERVICES,"644 N COUNTRY CLUB DR, MESA, AZ 85201-4983",480-808-5777,Exclude / Not Useful,X
"BRIGHTSTAR HEALTH SOLUTIONS, LLC","1208 E BROADWAY RD, TEMPE, AZ 85282-1514",682-201-8000,Exclude / Not Useful,X
BRIGHTVIEW,"2600 E SOUTHERN AVE, TEMPE, AZ 85282-7610",833-510-4357,Exclude / Not Useful,X
BRIGHTVIEW,"5700 W OLIVE AVE, GLENDALE, AZ 85302-3147",480-409-0322,Exclude / Not Useful,X
BRIGHTVIEW,"2600 E SOUTHERN AVE # SUI, TEMPE, AZ 85282-7610",833-510-4357,Exclude / Not Useful,X
BROADWAY OUTPATIENT CLINIC,"4420 S 32ND ST, PHOENIX, AZ 85040-2804",602-285-4330,Exclude / Not Useful,X
BROOKWOOD DIALYSIS CENTER,"8910 N 43RD AVE, GLENDALE, AZ 85302-5339",623-937-2735,Exclude / Not Useful,X
BROWN BEHAVIORAL HEALTH SERVICES,"7900 N 70TH AVE, GLENDALE, AZ 85303-1337",623-302-4009,Exclude / Not Useful,X
BUCKHORN TREATMENT CENTER AT SOUTH MOUNTAIN,"8222 S 48TH ST, PHOENIX, AZ 85044-5364",480-293-4327,Exclude / Not Useful,X
BUENA VISTA,"3033 S ARIZONA AVE, CHANDLER, AZ 85248-2717",800-922-0094,Exclude / Not Useful,X
BUENA VISTA,"3033 S ARIZONA AVE # SUI, CHANDLER, AZ 85248-2717",800-922-0094,Exclude / Not Useful,X
BUENA VISTA RECOVERY,"8171 E INDIAN BEND RD # SU, SCOTTSDALE, AZ 85250-4830",816-308-5020,Exclude / Not Useful,X
"BUENA VISTA RECOVERY, LLC","29858 N TATUM BLVD, CAVE CREEK, AZ 85331-5865",800-922-0094,Exclude / Not Useful,X
"BUWALDA PSYCHOLOGICAL SERVICES, PLLC","1405 E GUADALUPE RD, TEMPE, AZ 85283-3971",480-921-3314,Exclude / Not Useful,X
C.L. TATUM & ASSOCIATES,"17505 N 79TH AVE, GLENDALE, AZ 85308-8725",602-428-7336,Exclude / Not Useful,X
"CAASI HEALTH SERVICES, LLC","5060 N 19TH AVE, PHOENIX, AZ 85015-3210",910-689-7453,Exclude / Not Useful,X
CACTUS INTEGRATED CARE,"1520 E PIMA ST, PHOENIX, AZ 85034-4639",480-399-6221,Exclude / Not Useful,X
CACTUS SERENITY BEHAVIORAL HEALTH SERVICES LLC,"3515 W UNION HILLS DR STE 114, GLENDALE, AZ 85308-2431",602-612-3124,Exclude / Not Useful,X
CAI NCP EAST MESA JV LLC,"1940 S COUNTRY CLUB DR # SUI, MESA, AZ 85210-6042",775-722-1753,Exclude / Not Useful,X
CAI NCP EAST MESA JV LLC,"10238 E HAMPTON AVE STE 501, MESA, AZ 85209-3321",480-889-1573,Exclude / Not Useful,X
CAI NCP EAST MESA JV LLC,"21321 E OCOTILLO RD, QUEEN CREEK, AZ 85142-5996",480-889-1573,Exclude / Not Useful,X
CALMCARE LLC,"10220 N 31ST AVE, PHOENIX, AZ 85051-9581",623-552-1534,Exclude / Not Useful,X
CALVARY HEALING CENTER,"720 E MONTEBELLO AVE, PHOENIX, AZ 85014-2543",602-279-1468,Exclude / Not Useful,X
CALVARY HEALING CENTER,"720 E MONTEBELLO AVE PH, PHOENIX, AZ 85014-2543",602-279-1468,Exclude / Not Useful,X
CALVARY HEALING CENTER,"18301 N 79TH AVE, GLENDALE, AZ 85308-8463",602-279-1468,Exclude / Not Useful,X
CAMELBACK DERMATOLOGY & SKIN SURGERY,"4512 N 40TH ST, PHOENIX, AZ 85018-3604",602-544-5744,Exclude / Not Useful,X
CAMELBACK FAMILY PLANNING,"4141 N 32ND ST, PHOENIX, AZ 85018-4775",602-279-2337,Exclude / Not Useful,X
"CAMELBACK PAIN, PLLC","5410 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85253-5927",480-572-2444,Exclude / Not Useful,X
CAMELBACK RECOVERY TREATMENT CENTER,"4527 N 16TH ST, PHOENIX, AZ 85016-5352",602-282-0141,Exclude / Not Useful,X
CANYON HEALTH AND WELLNESS CLINIC,"3300 W CAMELBACK RD, PHOENIX, AZ 85017-3030",602-639-6215,Exclude / Not Useful,X
CANYON HEALTH CENTERS LLC,"333 W THOMAS RD, PHOENIX, AZ 85013-4417",917-753-3850,Exclude / Not Useful,X
"CANYON HEALTH CENTERS, LLC","333 W THOMAS RD STE 20, PHOENIX, AZ 85013-4417",917-753-3850,Exclude / Not Useful,X
CANYON PEDIATRICS,"2451 E BASELINE RD, GILBERT, AZ 85234-2471",480-507-2199,Exclude / Not Useful,X
"CANYON PEDIATRICS, INC","815 E UNIVERSITY DR, MESA, AZ 85203-8032",480-507-2199,Exclude / Not Useful,X
CANYON STATE ACADEMY,"20061 E RITTENHOUSE RD, QUEEN CREEK, AZ 85142-9715",480-987-2055,Exclude / Not Useful,X
CANYON VISTA RECOVERY CENTER,"860 N CENTER ST, MESA, AZ 85201-4201",480-464-5764,Exclude / Not Useful,X
"CAPE BEHAVIORAL HEALTH, LLC","6134 E MAIN ST STE 1, MESA, AZ 85205-8962",928-238-0156,Exclude / Not Useful,X
CATHOLIC CHARITIES COMMUNITY SERVICES,"5119 N 19TH AVE, PHOENIX, AZ 85015-3292",602-814-3947,Exclude / Not Useful,X
"CATHOLIC CHARITIES COMMUNITY SERVICES, INC.","466 S BELLVIEW, MESA, AZ 85204-2502",602-285-1999,Exclude / Not Useful,X
CBI - CENTRAL CITY ADDICTION RECOVERY CENTER,"2770 E VAN BUREN ST, PHOENIX, AZ 85008-6088",480-831-7566,Exclude / Not Useful,X
CDB BEHAVIORAL HEALTH SERVICES,"5060 N 19TH AVE STE 415-8, PHOENIX, AZ 85015-3214",843-433-1137,Exclude / Not Useful,X
CENTER FOR HEALTH AND RECOVERY,"1950 W HEATHERBRAE DR, PHOENIX, AZ 85015-5110",602-246-7607,Exclude / Not Useful,X
CENTER FOR HOPE,"554 S BELLVIEW # 1, MESA, AZ 85204-2504",480-831-7566,Exclude / Not Useful,X
CENTER FOR VALVULAR DISEASES,"1910 E THOMAS RD, PHOENIX, AZ 85016-7766",602-532-1001,Exclude / Not Useful,X
"CENTRAL ARIZONA SHELTER SERVICES, INC","230 S 12TH AVE, PHOENIX, AZ 85007-3101",602-229-5155,Exclude / Not Useful,X
CENTRAL CITY ADDICTION RECOVERY CENTER,"2770 E VAN BUREN ST, PHOENIX, AZ 85008-6088",480-831-7566,Exclude / Not Useful,X
CENTRAL CITY ADDICTION RECOVERY CENTER - OUTPATIEN,"2770 E VAN BUREN ST, PHOENIX, AZ 85008-6088",480-831-7566,Exclude / Not Useful,X
CENTRAL MESA DIALYSIS CENTER,"1134 E UNIVERSITY DR # SU, MESA, AZ 85203-8027",480-464-3851,Exclude / Not Useful,X
CENTRAL VALLEY CLINIC,"2444 E UNIVERSITY DR # SU, PHOENIX, AZ 85034-6927",602-579-6486,Exclude / Not Useful,X
"CHANDLER VALLEY URGENT CARE CLINIC, INC.","936 W CHANDLER BLVD, CHANDLER, AZ 85225-2531",480-792-1025,Exclude / Not Useful,X
CHANGE BEHAVIORAL HEALTH INC,"5060 N 19TH AVE, PHOENIX, AZ 85015-3210",623-216-2344,Exclude / Not Useful,X
CHANGES HEALING CENTER LLC,"29 W THOMAS RD STE 205, PHOENIX, AZ 85013-4412",602-290-1681,Exclude / Not Useful,X
CHARLIE HEALTH,"6991 E CAMELBACK RD, SCOTTSDALE, AZ 85251-2432",832-724-7289,Exclude / Not Useful,X
CHICANOS POR LA CAUSA - CENTRO ESPERANZA,"325 N STAPLEY DR, MESA, AZ 85203-8030",480-615-3800,Exclude / Not Useful,X
"CHICANOS POR LA CAUSA, INC - CENTRO DE LA FAMILIA","6850 W INDIAN SCHOOL RD, PHOENIX, AZ 85033-3300",602-257-0464,Exclude / Not Useful,X
"CHILD AND FAMILY SUPPORT SERVICES, INC.","10439 S 51ST ST, PHOENIX, AZ 85044-5222",480-635-9944,Exclude / Not Useful,X
CHILD CRISIS ARIZONA,"424 W RIO SALADO PKWY, MESA, AZ 85201-4109",480-834-9424,Exclude / Not Useful,X
CHILD CRISIS ARIZONA,"170 W UNIVERSITY DR, MESA, AZ 85201-5836",480-834-9424,Exclude / Not Useful,X
CHILDHELP CHILDREN'S CENTER OF ARIZONA,"2120 N CENTRAL AVE # SUI, PHOENIX, AZ 85004-1455",602-271-4500,Exclude / Not Useful,X
CHOICE INTEGRATED HEALTHCARE INC,"3350 N ARIZONA AVE # SUI, CHANDLER, AZ 85225-7198",480-544-2877,Exclude / Not Useful,X
CHOICE RECOVERY CENTERS,"303 N CENTENNIAL WAY, MESA, AZ 85201-6733",480-527-0337,Exclude / Not Useful,X
CHOICE RECOVERY CENTERS,"3131 N 19TH AVE, PHOENIX, AZ 85015-6039",480-527-0337,Exclude / Not Useful,X
CHOLLA BEHAVIORAL HEALTH LLC,"9201 N 25TH AVE STE 185, PHOENIX, AZ 85021-2717",602-686-5779,Exclude / Not Useful,X
CHOOSE LIFE WELLNESS LLC,"8385 N 7TH ST, PHOENIX, AZ 85020-3440",480-228-7800,Exclude / Not Useful,X
CHP CARE PC,"3050 W AGUA FRIA FWY, PHOENIX, AZ 85027-3946",302-802-8388,Exclude / Not Useful,X
CHRISTIAN FAMILY CARE,"2346 N CENTRAL AVE, PHOENIX, AZ 85004-1329",602-234-1935,Exclude / Not Useful,X
CHRISTIAN3 MEGA CLINIC LLC,"3707 E SOUTHERN AVE FL 2, MESA, AZ 85206-2569",661-383-3822,Exclude / Not Useful,X
CHRYSALIS SHELTER FOR VICTIMS OF DOMESTIC VIOLENCE,"2055 W NORTHERN AVE, PHOENIX, AZ 85021-5157",602-955-9059,Exclude / Not Useful,X
CIRCLE OF HOPE BEHAVIOR SERVICES,"1837 S MESA DR STE A1, MESA, AZ 85210-6246",623-306-0434,Exclude / Not Useful,X
"CIRCLE THE CITY FAMILY HEALTH CENTER, D/T CAMPUS","220 S 12TH AVE, PHOENIX, AZ 85007-3101",602-776-0776,Exclude / Not Useful,X
CITADEL POST ACUTE,"5121 E BROADWAY RD, MESA, AZ 85206-1308",480-832-5555,Exclude / Not Useful,X
CITY OF HOPE CANCER CARE GILBERT,"3530 S VAL VISTA DR # SU, GILBERT, AZ 85297-7318",623-207-3000,Exclude / Not Useful,X
CITY OF HOPE CANCER CARE NORTH PHOENIX,"2915 W ROSE GARDEN LN, PHOENIX, AZ 85027-3127",623-932-8960,Exclude / Not Useful,X
CITY OF HOPE CANCER CARE NORTH PHOENIX,"20950 N 29TH AVE, PHOENIX, AZ 85027-3110",623-207-3000,Exclude / Not Useful,X
CITY OF TEMPE,"3500 S RURAL RD STE 202, TEMPE, AZ 85282-5405",480-350-5400,Exclude / Not Useful,X
CITYMED BEHAVIORAL HEALTH LLC,"2411 W NORTHERN AVE # SUI, PHOENIX, AZ 85021-4868",623-341-8764,Exclude / Not Useful,X
CLARVIDA 2,"2131 E BROADWAY RD, TEMPE, AZ 85282-1737",480-967-6895,Exclude / Not Useful,X
"CLEANSLATE CENTERS - GILBERT, AZ","2451 E BASELINE RD, GILBERT, AZ 85234-2471",413-584-2173,Exclude / Not Useful,X
"CLEANSLATE CENTERS - NORTH 40TH PHOENIX, AZ","15255 N 40TH ST, PHOENIX, AZ 85032-4624",413-584-2173,Exclude / Not Useful,X
"CLEANSLATE CENTERS - WEST THOMAS PHOENIX, AZ","8410 W THOMAS RD STE 1, PHOENIX, AZ 85037-3329",413-584-2173,Exclude / Not Useful,X
CLEAR COUNSELING LLC,"208 W CHANDLER HEIGHTS RD, CHANDLER, AZ 85248-5065",480-687-1665,Exclude / Not Useful,X
CLEARVIEW HEALTH LLC,"21043 N CAVE CREEK RD, PHOENIX, AZ 85024-5512",310-760-1977,Exclude / Not Useful,X
CLEO ROBERTS CENTER,"10515 W SANTA FE DR, SUN CITY, AZ 85351-3020",623-832-6530,Exclude / Not Useful,X
COMMUNITY 43,"4343 N 16TH ST, PHOENIX, AZ 85016-5338",317-759-2427,Exclude / Not Useful,X
"COMMUNITY BRIDGES, INC. - COMMUNITY PSYCHIATRIC EM","358 E JAVELINA AVE, MESA, AZ 85210-6205",480-831-7566,Exclude / Not Useful,X
"COMMUNITY CONNECTIONS, L L C OUTPATIENT CLINIC I I","16620 N 40TH ST, PHOENIX, AZ 85032-3348",623-242-8460,Exclude / Not Useful,X
COMMUNITY DIRECT LLC,"500 W SOUTHERN AVE STE 9, MESA, AZ 85210-5020",480-544-8901,Exclude / Not Useful,X
"COMMUNITY FAMILY SERVICES, LLC","7301 N 16TH ST, PHOENIX, AZ 85020-5265",480-667-7430,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES,"2301 W NORTHERN AVE, PHOENIX, AZ 85021-4918",602-866-9378,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES,"6116 E ARBOR AVE, MESA, AZ 85206-6107",480-499-4599,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - 23RD AVENUE,"7830 N 23RD AVE, PHOENIX, AZ 85021-6808",602-775-5634,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - BUCKEYE,"213 E MONROE AVE, BUCKEYE, AZ 85326-2704",602-248-8886,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - CAMELBACK,"4527 N 27TH AVE, PHOENIX, AZ 85017-3702",602-775-5655,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - GLENDALE,"5002 W GLENDALE AVE, GLENDALE, AZ 85301-2756",623-233-1099,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - PEORIA,"10689 N 99TH AVE, PEORIA, AZ 85345-5402",623-233-1333,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - PHOENIX ON CACTUS,"2806 W CACTUS RD, PHOENIX, AZ 85029-3364",602-607-4700,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - PHOENIX ON SEVENTH AV,"3333 N 7TH AVE, PHOENIX, AZ 85013-4108",602-753-3360,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - PHOENIX ON UNIVERSITY,"2516 E UNIVERSITY DR # SU, PHOENIX, AZ 85034-6915",602-607-4747,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES - TEMPE ON RURAL,"2525 S RURAL RD STE 9, TEMPE, AZ 85282-2435",480-977-1800,Exclude / Not Useful,X
COMMUNITY MEDICAL SERVICES-MESA ON MAIN,"2940 E MAIN ST, MESA, AZ 85213-9305",480-977-1500,Exclude / Not Useful,X
"COMMUNITY PARTNERS INTEGRATED HEALTHCARE, INC","1515 E OSBORN RD, PHOENIX, AZ 85014-5309",520-721-1887,Exclude / Not Useful,X
COMMUNITY PSYCHIATRIC EMERGENCY CENTER,"358 E JAVELINA AVE, MESA, AZ 85210-6205",480-831-7566,Exclude / Not Useful,X
COMMUNITY PSYCHIATRIC EMERGENCY CENTER- OUTPATIENT,"358 E JAVELINA AVE STE 103, MESA, AZ 85210-6205",480-831-7566,Exclude / Not Useful,X
"COMMUNITY SUPPORT SERVICES, INC.","7142 N 58TH DR, GLENDALE, AZ 85301-2460",480-629-5994,Exclude / Not Useful,X
COMMUNITY WELLNESS & SAFETY OF AZ,"1757 E BASELINE RD, GILBERT, AZ 85233-1532",480-892-4295,Exclude / Not Useful,X
COMPASSION WAY TREATMENT LLC,"7415 W BOSTON ST, CHANDLER, AZ 85226-3221",480-886-9400,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"5340 W BUCKEYE RD, PHOENIX, AZ 85043-4700",717-884-7414,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"1710 W SOUTHERN AVE STE B1, MESA, AZ 85202-4801",480-644-7900,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"950 W SOUTHERN AVE, TEMPE, AZ 85282-4512",717-972-1100,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"3532 W THOMAS RD STE 5, PHOENIX, AZ 85019-4440",717-972-1100,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"1818 E SKY HARBOR CIR N, PHOENIX, AZ 85034-3407",717-884-7414,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"12808 N BLACK CANYON HWY, PHOENIX, AZ 85029-1346",602-375-1155,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"14155 N 83RD AVE, PEORIA, AZ 85381-5639",717-972-1100,Exclude / Not Useful,X
CONCENTRA URGENT CARE,"1959 S VAL VISTA DR # SUI, MESA, AZ 85204-7356",480-545-1398,Exclude / Not Useful,X
CONFIANZA HEALTH,"11225 N 28TH DR STE C, PHOENIX, AZ 85029-5606",623-466-4159,Exclude / Not Useful,X
CONFIANZA HEALTH,"919 N DYSART RD STE F, AVONDALE, AZ 85323-1711",623-466-4159,Exclude / Not Useful,X
"CONTINENCE CENTER OF AMERICA, INC","13000 N 103RD AVE, SUN CITY, AZ 85351-3024",623-977-1211,Exclude / Not Useful,X
"COPA HEALTH, INC","3617 W CAMBRIDGE AVE STE C, PHOENIX, AZ 85009-1353",480-969-3800,Exclude / Not Useful,X
"CORE HEALTH SERVICES, INC","314 E THOMAS RD, PHOENIX, AZ 85012-3202",480-853-5512,Exclude / Not Useful,X
"CORE RECOVERY, LLC","34225 N 27TH DR, PHOENIX, AZ 85085-6087",602-810-1210,Exclude / Not Useful,X
"CORE RECOVERY, LLC","12691 W SMOKEY DR STE 12, SURPRISE, AZ 85378-3800",602-810-1210,Exclude / Not Useful,X
CORNERSTONE HEALING CENTER LLC,"4344 W INDIAN SCHOOL RD, PHOENIX, AZ 85031-2984",800-480-1781,Exclude / Not Useful,X
"CORNERSTONE HEALING CENTER, LLC","16444 N 91ST ST, SCOTTSDALE, AZ 85260-1567",800-480-1781,Exclude / Not Useful,X
CORNERSTONE TO LIFE LLC,"4040 E MCDOWELL RD, PHOENIX, AZ 85008-4414",602-607-5151,Exclude / Not Useful,X
CORRECTIONAL SERVICES CORPORATION,"3402 W COCOPAH ST, PHOENIX, AZ 85009-6723",602-352-0350,Exclude / Not Useful,X
CRANES FOR CHANGE CORP,"5980 S COOPER RD STE 4, CHANDLER, AZ 85249-5394",480-331-5716,Exclude / Not Useful,X
"CRISIS PREPARATION & RECOVERY, INC","2120 S MCCLINTOCK DR, TEMPE, AZ 85282-2692",480-804-0326,Exclude / Not Useful,X
"CRISIS PREPARATION AND RECOVERY, INC","2314 S VAL VISTA DR # 10, GILBERT, AZ 85295-5570",480-804-0326,Exclude / Not Useful,X
"CRISIS PREPARATION AND RECOVERY, INC","9321 W THOMAS RD STE 100, PHOENIX, AZ 85037-3388",480-804-0326,Exclude / Not Useful,X
CROSSROAD 360 COMMUNITY CARE CLINIC,"244 N EXTENSION RD, MESA, AZ 85201-6300",602-263-5242,Exclude / Not Useful,X
CROSSROADS 360 COMMUNITY CARE CLINIC - OSBORN,"2002 E OSBORN RD, PHOENIX, AZ 85016-7236",602-263-5242,Exclude / Not Useful,X
CROSSROADS ARCADIA COUNSELING CENTER,"5116 E THOMAS RD STE 1, PHOENIX, AZ 85018-7915",602-263-5242,Exclude / Not Useful,X
CROSSROADS EAST COUNSELING CENTER,"1845 E OCOTILLO RD, PHOENIX, AZ 85016-1150",602-263-5242,Exclude / Not Useful,X
CROSSROADS FLOWER COUNSELING CENTER,"1632 E FLOWER ST, PHOENIX, AZ 85016-7115",602-263-5242,Exclude / Not Useful,X
CROSSROADS MIDTOWN COUNSELING CENTER,"3702 N 13TH AVE, PHOENIX, AZ 85013-3677",602-263-5242,Exclude / Not Useful,X
CROSSROADS RED MOUNTAIN -IOP,"143 S CENTER ST, MESA, AZ 85210-1307",602-263-5242,Exclude / Not Useful,X
CROSSROADS SCOTTSDALE COUNSELING CENTER,"1200 N 77TH ST, SCOTTSDALE, AZ 85257-3708",602-263-5242,Exclude / Not Useful,X
CROSSROADS TEMPE COUNSELING CENTER,"2103 E SOUTHERN AVE, TEMPE, AZ 85282-7503",602-263-5242,Exclude / Not Useful,X
CROSSROADS WEST COUNSELING CENTER,"7523 N 35TH AVE, PHOENIX, AZ 85051-7422",602-263-5242,Exclude / Not Useful,X
"CROSSROADS, INC PURE HEART COUNSELING CENTER","14240 N 43RD AVE, GLENDALE, AZ 85306-4511",602-866-8850,Exclude / Not Useful,X
"CTO IPCW, LLC","13090 N 94TH DR STE 212, PEORIA, AZ 85381-4258",833-578-7246,Exclude / Not Useful,X
"CURATIVE BEHAVIORAL, LLC","8070 E MORGAN TRL, SCOTTSDALE, AZ 85258-1227",480-714-2405,Exclude / Not Useful,X
DBOTC LLC,"1616 E MAIN ST STE 1, MESA, AZ 85203-9071",480-791-1818,Exclude / Not Useful,X
DEHP THERAPEUTIC,"6242 N 59TH AVE, GLENDALE, AZ 85301-4436",602-566-7627,Exclude / Not Useful,X
DEHP THERAPEUTIC,"3800 N CENTRAL AVE STE 1, PHOENIX, AZ 85012-1992",602-566-7627,Exclude / Not Useful,X
DEL RIO CENTER,"1990 W CAMELBACK RD, PHOENIX, AZ 85015-3462",480-953-0177,Exclude / Not Useful,X
DEMBRO OUTPATIENT SERVICES LLC,"3101 N CENTRAL AVE STE 220, PHOENIX, AZ 85012-2828",623-695-6045,Exclude / Not Useful,X
DENOVA COLLABORATIVE HEALTH - AVONDALE,"506 E WESTERN AVE, AVONDALE, AZ 85323-2422",602-230-7373,Exclude / Not Useful,X
DENOVA COLLABORATIVE HEALTH - SOUTH MOUNTAIN,"610 E BASELINE RD STE 5, PHOENIX, AZ 85042-6536",602-230-7373,Exclude / Not Useful,X
DENOVA COLLABORATIVE HEALTH – BELLA VISTA,"3330 N 2ND ST STE 601, PHOENIX, AZ 85012-2395",602-315-4965,Exclude / Not Useful,X
DENOVA COLLABORATIVE HEALTH – DOBSON RANCH,"2204 S DOBSON RD, MESA, AZ 85202-6457",602-230-7373,Exclude / Not Useful,X
DENOVA COLLABORATIVE HEALTH – INTEGRATED HEALTH,"3033 N CENTRAL AVE # SUI, PHOENIX, AZ 85012-2809",602-230-7373,Exclude / Not Useful,X
DENOVA COLLABORATIVE HEALTH – MOON VALLEY,"750 E THUNDERBIRD RD # SUI, PHOENIX, AZ 85022-5306",602-230-7373,Exclude / Not Useful,X
"DESERT BOLT BEHAVIORAL, LLC","42201 N 41ST DR STE B, ANTHEM, AZ 85086-3800",480-527-0042,Exclude / Not Useful,X
"DESERT COVE RECOVERY CENTER, LLC","6613 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85250-7802",480-991-2200,Exclude / Not Useful,X
DESERT DIALYSIS,"13000 N 103RD AVE, SUN CITY, AZ 85351-3024",623-583-3131,Exclude / Not Useful,X
DESERT EDGE MENTORING SERVICES,"4425 W OLIVE AVE, GLENDALE, AZ 85302-3843",602-237-2485,Exclude / Not Useful,X
DESERT EDGE RECOVERY,"4425 W OLIVE AVE STE 2, GLENDALE, AZ 85302-3843",602-792-0019,Exclude / Not Useful,X
DESERT FOOTHILLS COUNSELING,"26 E BASELINE RD STE 13, PHOENIX, AZ 85042-6539",602-362-5100,Exclude / Not Useful,X
DESERT GROVE FAMILY MEDICINE,"1492 S MILL AVE, TEMPE, AZ 85281-5652",480-834-7546,Exclude / Not Useful,X
DESERT GROVE FAMILY MEDICINE - MCKELLIPS,"1855 N STAPLEY DR, MESA, AZ 85203-3002",480-834-7546,Exclude / Not Useful,X
DESERT GROVE FAMILY MEDICINE - QUEEN CREEK,"20928 EAST HERITAGE LOOP ROAD, QUEEN CREEK, 85242",480-834-7546,Exclude / Not Useful,X
DESERT GROVE FAMILY MEDICINE CLINIC - CRISMON,"10238 E HAMPTON AVE # SUI, MESA, AZ 85209-3316",480-834-7546,Exclude / Not Useful,X
DESERT GROVE FAMILY MEDICINE CLINIC - POWER,"5656 S POWER RD STE 1, GILBERT, AZ 85295-8480",480-834-7546,Exclude / Not Useful,X
DESERT GROVE MOUNTAIN VISTA RESIDENCY CLINIC,"10238 E HAMPTON AVE # SUI, MESA, AZ 85209-3316",602-797-7107,Exclude / Not Useful,X
DESERT LIFE CENTER LLC,"1109 N DYSART RD STE B, AVONDALE, AZ 85323-1700",952-564-1263,Exclude / Not Useful,X
