Business Name,Address,Phone Number,Facility Type,Priority
AZ PAIN MEDICINE CLINIC LLC,"8805 N 23RD AVE, PHOENIX, AZ 85021-4171",602-368-8800,Pain Management,Medium
"AZ PINNACLE COUNSELING, LLC","5010 E SHEA BLVD, SCOTTSDALE, AZ 85254-4681",480-382-2807,Other,Low
"AZ PINNACLE COUNSELING, LLC","10429 S 51ST ST, PHOENIX, AZ 85044-5228",480-382-2807,Other,Low
"AZ West Endoscopy Center, LLC","1850 N 95TH AVE, PHOENIX, AZ 85037-4317",623-594-4060,Other,Low
AZHP COMMUNITY CARE,"8111 E THOMAS RD STE 1, SCOTTSDALE, AZ 85251-5844",480-735-9090,Other,Low
AZITTS,"2729 E MAIN ST STE 101, MESA, AZ 85213-9228",602-710-7011,Other,Low
AZITTS,"2735 E MAIN ST STE 8, MESA, AZ 85213-9269",602-710-7011,Other,Low
B2B BEHAVIORAL HEALTH SERVICES LLC,"2045 S VINEYARD BLDG 1E, MESA, AZ 85210-6889",480-935-3449,Other,Low
BAART PROGRAMS CHANDLER,"908A W CHANDLER BLVD, CHANDLER, AZ 85225-2548",214-379-3347,Other,Low
"BABYMOON INN OF TUCSON, LLC","2802 N ALVERNON WAY, TUCSON, AZ 85712-1500",602-314-7755,Other,Low
BALANCED MIND COUNSELING,"7200 W BELL RD STE E102, GLENDALE, AZ 85308-8534",303-582-4157,Other,Low
BANNER - UNIVERSITY MEDICAL GROUP CHILDREN'S,"535 N WILMOT RD STE 101, TUCSON, AZ 85711-2683",602-747-4000,Other,Low
BANNER - UNIVERSITY MEDICINE INSTITUTES 1441,"1441 N 12TH ST, PHOENIX, AZ 85006-2837",602-242-4664,Other,Low
BANNER - UNIVERSITY MEDICINE INSTITUTES 755,"755 E MCDOWELL RD, PHOENIX, AZ 85006-2506",844-242-4664,Other,Low
BANNER - UNIVERSITY MEDICINE WHOLE HEALTH CLINIC,"535 N WILMOT RD, TUCSON, AZ 85711-2600",520-694-1234,Other,Low
BANNER - UNIVERSITY MEDICINE WOMEN'S WELLNESS,"7355 S HOUGHTON RD, TUCSON, AZ 85747-9379",520-694-1045,Other,Low
BANNER ALZHEIMER'S INSTITUTE,"901 E WILLETTA ST, PHOENIX, AZ 85006-2727",602-839-6900,Other,Low
BANNER ALZHEIMER'S INSTITUTE -TUCSON,"2626 E RIVER RD, TUCSON, AZ 85718-6632",520-694-7021,Other,Low
BANNER ALZHEIMERS INSTITUTE,"901 E WILLETTA ST, PHOENIX, AZ 85006-2727",602-839-6901,Other,Low
BANNER BEHAVIORAL HEALTH CLINIC,"7575 E EARLL DR STE 10, SCOTTSDALE, AZ 85251-6915",480-684-8345,Other,Low
BANNER BEHAVIORAL HEALTH OUTPATIENT CLINIC - CHAND,"1600 W CHANDLER BLVD, CHANDLER, AZ 85224-6153",480-543-6760,Other,Low
BANNER BEHAVIORAL HEALTH OUTPATIENT SCOTTSDALE,"8722 E SAN ALBERTO DR, SCOTTSDALE, AZ 85258",480-827-5320,Other,Low
Banner Cardiovascular Center - Chandler,"1475 W CHANDLER BLVD, CHANDLER, AZ 85224-6257",602-481-7369,Cardiology Office,High
Banner Cardiovascular Center – Tanque Verde,"6377 E TANQUE VERDE RD, TUCSON, AZ 85715-3853",520-609-1952,Cardiology Office,High
BANNER CARDIOVASCULAR CENTER- WEST VALLEY,"14642 N DEL WEBB BLVD, SUN CITY, AZ 85351-2147",602-649-5499,Cardiology Office,High
BANNER CASA GRANDE OCCUPATIONAL HEALTH CLINIC,"1676 E MCMURRAY BLVD, CASA GRANDE, AZ 85122-4798",602-747-6365,Other,Low
BANNER CASA GRANDE URGENT CARE,"1676 E MCMURRAY BLVD, CASA GRANDE, AZ 85122-4798",520-316-0688,Other,Low
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"3493 S MERCY RD, GILBERT, AZ 85297-0434",480-827-5042,Hospital,High
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"1450 S DOBSON RD, MESA, AZ 85202-4712",480-827-5044,Hospital,High
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"1220 S HIGLEY RD, MESA, AZ 85206-4000",480-827-5045,Hospital,High
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"1075 S IDAHO RD STE 2, APACHE JUNCTION, AZ 85119-6496",602-747-4000,Hospital,High
BANNER CHILDREN'S - BANNER HEALTH CLINIC,"1760 EAST FLORENCE BOULEVARD, , CASA GRANDE, 85222",520-374-6505,Hospital,High
BANNER CHILDREN'S COMMUNITY CLINIC - MESA,"564 W 9TH PL STE 2, MESA, AZ 85201-4069",480-412-6344,Other,Low
BANNER CHILDREN'S COMMUNITY CLINIC - TOLLESON,"9401 W GARFIELD ST, TOLLESON, AZ 85353-1606",480-412-6344,Other,Low
BANNER CHILDREN'S HEALTH CLINIC,"6142 E BROWN RD STE 10, MESA, AZ 85205-4962",480-827-5430,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD STE 209, MESA, AZ 85202-4771",480-412-6970,Other,Low
BANNER CHILDREN'S SPECIALISTS,"3000 N ARIZONA AVE, CHANDLER, AZ 85225-7717",602-999-9999,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-827-5540,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-7473,Other,Low
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4480,Other,Low
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4540,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD STE 501, MESA, AZ 85202-4778",480-412-7474,Other,Low
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4065,Other,Low
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4470,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-6336,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1450 S DOBSON RD, MESA, AZ 85202-4712",480-827-5370,Other,Low
BANNER CHILDREN'S SPECIALISTS,"9305 W THOMAS RD STE 1, PHOENIX, AZ 85037-3328",602-865-4065,Other,Low
BANNER CHILDREN'S SPECIALISTS,"37100 N GANTZEL RD, QUEEN CREEK, AZ 85140-7349",480-733-7350,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-7400,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-5550,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-9400,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-7486,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-6430,Other,Low
BANNER CHILDREN'S SPECIALISTS,"5310 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4706",602-865-4442,Other,Low
BANNER CHILDREN'S SPECIALISTS,"1432 S DOBSON RD, MESA, AZ 85202-4768",480-412-6970,Other,Low
Banner Desert Surgery Center,"1500 S DOBSON RD, MESA, AZ 85202-4713",480-306-6098,Primary Care Office,High
BANNER ENDOSCOPY CENTER - ORACLE,"7490 N ORACLE RD, TUCSON, AZ 85704-4444",520-372-2374,Other,Low
BANNER ESTRELLA SURGERY CENTER,"ESTRELLA MEDICAL PLAZA I, 9301, PHOENIX, AZ 85037",623-213-7407,Primary Care Office,High
BANNER EXECUTIVE HEALTH AND WELLNESS,"4200 E CAMELBACK RD, PHOENIX, AZ 85018-2718",602-299-2128,Other,Low
BANNER HEALTH,"680 E DEUCE OF CLUBS STE B, SHOW LOW, AZ 85901-4829",928-596-4580,Hospital,High
BANNER HEALTH,"2800 E AJO WAY BLDG 200, TUCSON, AZ 85713-6204",520-874-9000,Hospital,High
BANNER HEALTH CENTER,"9165 W THUNDERBIRD RD, PEORIA, AZ 85381-4847",623-285-1120,Hospital,High
BANNER HEALTH CENTER,"13640 N PLAZA DEL RIO BLVD, PEORIA, AZ 85381-4846",623-876-3800,Hospital,High
BANNER HEALTH CENTER,"14416 W MEEKER BLVD, SUN CITY WEST, AZ 85375-5284",623-876-3800,Hospital,High
BANNER HEALTH CENTER,"155 E WARNER RD, GILBERT, AZ 85296-3082",480-649-6600,Hospital,High
BANNER HEALTH CENTER,"9780 S ESTRELLA PKWY, GOODYEAR, AZ 85338-7114",623-474-8101,Hospital,High
BANNER HEALTH CENTER,"1435 S ALMA SCHOOL RD, CHANDLER, AZ 85286-7144",480-668-1600,Hospital,High
BANNER HEALTH CENTER,"20751 W MARKET ST, BUCKEYE, AZ 85396-7893",623-463-5000,Hospital,High
BANNER HEALTH CENTER,"1917 S CRISMON RD, MESA, AZ 85209-6216",480-610-7100,Hospital,High
BANNER HEALTH CENTER,"7701 W ASPERA BLVD # SU, GLENDALE, AZ 85308-7947",623-248-2100,Hospital,High
BANNER HEALTH CENTER,"21772 S ELLSWORTH LOOP RD, QUEEN CREEK, AZ 85142-7709",480-512-3700,Hospital,High
BANNER HEALTH CENTER,"17900 N PORTER RD, MARICOPA, AZ 85138-4228",602-747-6365,Hospital,High
BANNER HEALTH CENTER,"13995 W STATLER BLVD, SURPRISE, AZ 85374-5501",623-478-3100,Hospital,High
BANNER HEALTH CENTER,"4720 E GREENWAY RD, PHOENIX, AZ 85032-4355",602-439-6000,Hospital,High
BANNER HEALTH CENTER,"4375 E IRMA LN, PHOENIX, AZ 85050-4312",602-747-4000,Hospital,High
BANNER HEALTH CENTER RAINTREE,"8901 E RAINTREE DR, SCOTTSDALE, AZ 85260-7026",480-733-7600,Hospital,High
BANNER HEALTH CLINIC,"1125 S ALMA SCHOOL RD STE 310, CHANDLER, AZ 85286-2812",480-733-7305,Hospital,High
BANNER HEALTH CLINIC,"9305 W THOMAS RD STE 3, PHOENIX, AZ 85037-3328",623-327-4144,Hospital,High
BANNER HEALTH CLINIC,"1520 S DOBSON RD, MESA, AZ 85202-4725",602-462-0480,Hospital,High
BANNER HEALTH CLINIC,"14420 W MEEKER BLVD, SUN CITY WEST, AZ 85375-5286",623-583-5300,Hospital,High
BANNER HEALTH CLINIC,"6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-543-6880,Hospital,High
BANNER HEALTH CLINIC,"1520 S DOBSON RD, MESA, AZ 85202-4725",480-412-8080,Hospital,High
BANNER HEALTH CLINIC,"37100 N GANTZEL RD, QUEEN CREEK, AZ 85140-7349",602-747-4000,Hospital,High
BANNER HEALTH CLINIC,"122 E MAIN ST, PAYSON, AZ 85541-5574",928-596-4600,Hospital,High
BANNER HEALTH CLINIC,"120 E MAIN ST STE A, PAYSON, AZ 85541-5618",928-474-9744,Hospital,High
BANNER HEALTH CLINIC,"37100 N GANTZEL RD, SAN TAN VALLEY, AZ 85140-7349",480-394-4469,Hospital,High
BANNER HEALTH CLINIC,"6750 E BAYWOOD AVE, MESA, AZ 85206-1749",480-543-3030,Hospital,High
BANNER HEALTH CLINIC,"3235 N HUNT HWY, FLORENCE, AZ 85132-6897",520-233-2770,Hospital,High
BANNER HEALTH CLINIC,"1828 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4783",520-876-4006,Hospital,High
BANNER HEALTH CLINIC,"9305 W THOMAS RD STE 3, PHOENIX, AZ 85037-3328",623-327-8200,Hospital,High
BANNER HEALTH CLINIC,"1811 E MCMURRAY BLVD, CASA GRANDE, AZ 85122-5404",520-374-6530,Hospital,High
BANNER HEALTH CLINIC,"1828 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4783",520-381-6912,Hospital,High
BANNER HEALTH CLINIC,"4530 E RAY RD STE 190, PHOENIX, AZ 85044-6098",480-827-5420,Hospital,High
BANNER HEALTH CLINIC,"5757 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4641",602-298-8888,Hospital,High
BANNER HEALTH CLINIC,"1300 S COUNTRY CLUB DR, MESA, AZ 85210-5162",480-827-5500,Hospital,High
BANNER HEALTH CLINIC,"5757 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4641",623-476-5190,Hospital,High
BANNER HEALTH CLINIC,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",602-298-8888,Hospital,High
BANNER HEALTH CLINIC,"1920 N HIGLEY RD STE 306, GILBERT, AZ 85234-1625",480-543-6700,Hospital,High
BANNER HEALTH CLINIC,"6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-543-6750,Hospital,High
BANNER HEALTH CLINIC,"126 E MAIN ST STE D, PAYSON, AZ 85541-5488",602-747-4000,Hospital,High
BANNER HEALTH CLINIC,"1920 N HIGLEY RD, GILBERT, AZ 85234-1623",480-543-6700,Hospital,High
BANNER HEALTH CLINIC,"1920 N HIGLEY RD, GILBERT, AZ 85234-1623",480-543-6600,Hospital,High
BANNER HEALTH CLINIC,"4860 N LITCHFIELD RD # SU, LITCHFIELD PARK, AZ 85340-5040",623-474-8370,Hospital,High
BANNER HEALTH CLINIC,"28471 N VISTANCIA BLVD, PEORIA, AZ 85383-2092",623-327-8800,Hospital,High
BANNER HEALTH CLINIC,"13943 N 91ST AVE STE B101, PEORIA, AZ 85381-3688",623-476-5190,Hospital,High
BANNER HEALTH CLINIC,"1125 S ALMA SCHOOL RD, CHANDLER, AZ 85286-2810",480-733-7300,Hospital,High
BANNER HEALTH CLINIC - BAYWOOD CARDIOLOGY AND ENDO,"6424 E BROADWAY RD, MESA, AZ 85206-1750",480-733-7500,Cardiology Office,High
BANNER HEALTH CLINIC - CASA GRANDE PRIMARY CARE,"1780 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4782",520-381-6090,Hospital,High
BANNER HEALTH CLINIC - DESERT CARDIOLOGY,"1520 S DOBSON RD STE 203, MESA, AZ 85202-4726",480-733-7535,Cardiology Office,High
BANNER HEALTH CLINIC VASCULAR,"1940 N ALMA SCHOOL RD, CHANDLER, AZ 85224-2841",480-890-0280,Hospital,High
BANNER IMAGING,"10474 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-3023",623-285-1555,Other,Low
BANNER IMAGING,"4200 E CAMELBACK RD STE 105, PHOENIX, AZ 85018-2718",602-229-2090,Other,Low
BANNER IMAGING,"7400 N DOBSON RD STE 102, SCOTTSDALE, AZ 85256-2769",480-733-7373,Other,Low
BANNER IMAGING,"14420 W MEEKER BLVD, SUN CITY, AZ 85375-5286",623-285-1500,Other,Low
BANNER IMAGING,"1840 E WARNER RD STE 1, TEMPE, AZ 85284-3437",480-610-7765,Other,Low
BANNER IMAGING,"665 N GILBERT RD, GILBERT, AZ 85234-3395",480-610-7740,Other,Low
BANNER IMAGING,"1450 S DOBSON RD, MESA, AZ 85202-4712",602-521-6255,Other,Low
BANNER IMAGING,"6553 E BAYWOOD AVE, MESA, AZ 85206-1752",480-610-7600,Other,Low
BANNER IMAGING,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",623-465-6800,Other,Low
BANNER IMAGING,"5605 W EUGIE AVE, GLENDALE, AZ 85304-1272",623-465-6801,Other,Low
BANNER IMAGING,"16641 N 40TH ST, PHOENIX, AZ 85032-3343",623-465-6750,Other,Low
BANNER IMAGING,"13909 W CAMINO DEL SOL # SUI, SUN CITY WEST, AZ 85375-1413",623-465-6620,Other,Low
BANNER IMAGING,"18444 N 25TH AVE, PHOENIX, AZ 85023-1261",623-465-6940,Other,Low
BANNER IMAGING,"2222 E HIGHLAND AVE, PHOENIX, AZ 85016-4872",602-512-8567,Other,Low
BANNER IMAGING,"7701 W ASPERA BLVD STE 1, GLENDALE, AZ 85308-7947",623-248-2050,Other,Low
BANNER IMAGING,"1828 E FLORENCE BLVD, CASA GRANDE, AZ 85122-4783",520-381-6700,Other,Low
BANNER IMAGING,"1076 W CHANDLER BLVD, CHANDLER, AZ 85224-5225",480-610-7550,Other,Low
BANNER IMAGING,"9305 W THOMAS RD STE 1, PHOENIX, AZ 85037-3328",623-465-6550,Other,Low
BANNER IMAGING,"6424 E BROADWAY RD, MESA, AZ 85206-1750",602-521-6255,Other,Low
BANNER IMAGING,"5757 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-4641",623-465-6852,Other,Low
BANNER IMAGING,"13640 N PLAZA DEL RIO BLVD, PEORIA, AZ 85381-4846",623-285-0069,Other,Low
BANNER IMAGING,"1125 S ALMA SCHOOL RD STE 110, CHANDLER, AZ 85286-2810",480-610-7805,Other,Low
BANNER MD ANDERSON CANCER CENTER,"14416 W MEEKER BLVD, SUN CITY WEST, AZ 85375-5284",623-876-3800,Oncology Office,Low
BANNER MD ANDERSON CANCER CENTER,"2946 E BANNER GATEWAY DR, GILBERT, AZ 85234-2165",480-256-2165,Oncology Office,Low
BANNER MD ANDERSON CANCER CENTER RADIATION TRTMNT,"10424 W SANTA FE DR, SUN CITY, AZ 85351-3012",623-832-3400,Oncology Office,Low
BANNER MD ANDERSON CANCER CTR- IMAGING CENTER,"2940 E BANNER GATEWAY DR, GILBERT, AZ 85234-2168",480-543-6909,Oncology Office,Low
BANNER NEURO WELLNESS CLINIC,"207 N GILBERT RD BSMT 2, GILBERT, AZ 85234-5804",480-827-5800,Neurology Office,High
BANNER OCCUPATIONAL HEALTH CLINIC,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",602-865-5618,Other,Low
BANNER OCCUPATIONAL HEALTH CLINIC,"4760 E THUNDERBIRD RD STE 2, PHOENIX, AZ 85032-5589",602-229-2080,Other,Low
BANNER OCCUPATIONAL HEALTH CLINIC,"9305 W THOMAS RD STE 2, PHOENIX, AZ 85037-3328",623-327-4100,Other,Low
BANNER OCCUPATIONAL HEALTH CLINIC,"2225 W SOUTHERN AVE, MESA, AZ 85202-4716",480-412-6374,Other,Low
BANNER OCCUPATIONAL HEALTH CLINIC,"6021 N ORACLE RD STE 107, TUCSON, AZ 85704-5331",520-694-2550,Other,Low
BANNER OCCUPATIONAL HEALTH CLNIC,"1979 W RAY RD, CHANDLER, AZ 85224-4007",480-827-5685,Other,Low
BANNER OCCUPATIONAL HEALTH SERVICES,"1641 E GUADALUPE RD, GILBERT, AZ 85234-8168",480-543-3300,Other,Low
BANNER PEORIA SURGERY CENTER,"13640 N PLAZA DEL RIO BLVD, PEORIA, AZ 85381-4846",623-876-3943,Primary Care Office,High
Banner Phoenix Surgery Center,"1111 E MCDOWELL RD, PHOENIX, AZ 85006-2612",602-368-3854,Primary Care Office,High
BANNER SLEEP CENTER,"755 E MCDOWELL RD # B, PHOENIX, AZ 85006-2506",602-839-6299,Other,Low
Banner Sun City West Surgery Center,"14416 W MEEKER BLVD, SUN CITY WEST, AZ 85375-5284",623-285-1741,Primary Care Office,High
"BANNER SURGERY CENTER - ALVERNON, LLC","750 N ALVERNON WAY, TUCSON, AZ 85711-1804",602-358-8512,Primary Care Office,High
BANNER SURGERY CENTER - CAMELBACK,"2222 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4872",602-358-8512,Primary Care Office,High
BANNER SURGERY CENTER - DEER VALLEY,"20045 N 19TH AVE, PHOENIX, AZ 85027-4252",602-313-8110,Primary Care Office,High
BANNER SURGERY CENTER - MESA,"2626 E UNIVERSITY DR # SU, MESA, AZ 85213-8478",602-358-8512,Primary Care Office,High
BANNER SURGERY CENTER - REID PARK,"717 S ALVERNON WAY, TUCSON, AZ 85711-5351",520-372-7374,Primary Care Office,High
BANNER SURGERY CENTER - SHEA PARK,"2222 E HIGHLAND AVE STE 100, PHOENIX, AZ 85016-4874",602-354-3242,Primary Care Office,High
BANNER SURGERY CENTER - SPORTS MEDICINE,"7400 N DOBSON RD STE 301, SCOTTSDALE, AZ 85256-2771",602-362-5107,Orthopedic Office,High
BANNER SURGERY CENTER- IRONWOOD,"37200 N GANTZEL RD STE 10, QUEEN CREEK, AZ 85140-7368",602-358-8512,Primary Care Office,High
BANNER SURGERY CENTER- TEMPE,"1940 E SOUTHERN AVE, TEMPE, AZ 85282-7518",480-867-1649,Primary Care Office,High
Banner Surgery Center- Thunderbird Llc,"5555 W THUNDERBIRD RD, GLENDALE, AZ 85306-4622",602-607-5770,Primary Care Office,High
BANNER SURGERY CENTER-CHANDLER,"1125 S ALMA SCHOOL RD STE 1, CHANDLER, AZ 85286-2810",602-358-8512,Primary Care Office,High
BANNER THUNDERBIRD BEHAVIORAL HEALTH CENTER,"5555 W THUNDERBIRD RD, GLENDALE, AZ 85306-4622",602-865-4793,Other,Low
Banner Union Hills Surgery Center,"18301 N 79TH AVE, GLENDALE, AZ 85308-8463",623-234-2294,Primary Care Office,High
BANNER UNIVERSITY - DIAMOND CHILDREN'S PEDIATRIC,"1209 W TARGET RANGE RD, NOGALES, AZ 85621-2466",520-694-5437,Other,Low
BANNER UNIVERSITY MED CTR PHX FAMILY MEDICINE,"1300 N 12TH ST, PHOENIX, AZ 85006-2848",602-839-4567,Primary Care Office,Low
BANNER UNIVERSITY MEDICAL GROUP SIERRA VISTA,"3533 CANYON DE FLORES STE C, SIERRA VISTA, AZ 85650-5366",520-458-2000,Other,Low
BANNER UNIVERSITY MEDICAL GROUP- CHOLLA PEDIATRIC,"2167 W ORANGE GROVE RD, TUCSON, AZ 85741-3118",520-694-5437,Other,Low
BANNER UNIVERSITY MEDICINE,"774 W SAHUARITA RD, SAHUARITA, AZ 85629-1090",520-874-8000,Other,Low
BANNER UNIVERSITY MEDICINE - CORTARO PRIMARY CARE,"8020 N CORTARO RD, TUCSON, AZ 85743-8315",520-694-1041,Other,Low
BANNER UNIVERSITY MEDICINE - INA PRIMARY CARE,"2945 W INA RD STE 121, TUCSON, AZ 85741-2366",602-747-4000,Other,Low
BANNER UNIVERSITY MEDICINE - NORTHWEST PED SPECIAL,"6261 N LA CHOLLA BLVD, TUCSON, AZ 85741-3565",520-694-5437,Other,Low
BANNER UNIVERSITY MEDICINE -RITA RANCH PRIMARY CAR,"8290 S HOUGHTON RD STE 1, TUCSON, AZ 85747-9723",520-874-3111,Other,Low
BANNER UNIVERSITY MEDICINE NEUROLOGY - FLAGSTAFF,"823 N SAN FRANCISCO ST, FLAGSTAFF, AZ 86001-3294",520-694-8888,Neurology Office,High
BANNER UNIVERSITY MEDICINE- CARDIOLOGY CLINIC,"6365 E TANQUE VERDE RD, TUCSON, AZ 85715-3830",520-694-8888,Cardiology Office,High
BANNER UNIVERSITY MEDICINE- SUNRISE PRIMARY CARE,"6860 E SUNRISE DR STE 1, TUCSON, AZ 85750-0733",520-694-1042,Other,Low
BANNER URGENT CARE,"4760 E THUNDERBIRD RD STE 1, PHOENIX, AZ 85032-5589",480-827-5590,Other,Low
BANNER URGENT CARE,"15223 N 87TH ST, SCOTTSDALE, AZ 85260-2639",480-682-4100,Other,Low
BANNER URGENT CARE,"4200 E CAMELBACK RD STE 106, PHOENIX, AZ 85018-2718",480-610-7400,Other,Low
BANNER URGENT CARE,"641 W WARNER RD, GILBERT, AZ 85233-7266",602-747-4000,Other,Low
BANNER URGENT CARE,"101 E STATE HIGHWAY 260 STE G, PAYSON, AZ 85541-4921",928-478-8905,Other,Low
BANNER URGENT CARE,"6501 E GREENWAY PKWY, SCOTTSDALE, AZ 85254-2025",602-255-7640,Other,Low
BANNER URGENT CARE,"7611 W CACTUS RD, PEORIA, AZ 85381-5203",623-465-6315,Other,Low
BANNER URGENT CARE,"4232 W BELL RD, GLENDALE, AZ 85308-4027",623-465-6360,Other,Low
BANNER URGENT CARE,"40773 N IRONWOOD DR, SAN TAN VALLEY, AZ 85140-7002",480-827-5760,Other,Low
BANNER URGENT CARE,"1215 S HIGLEY RD, MESA, AZ 85206-3486",480-827-5740,Other,Low
BANNER URGENT CARE,"10330 N SCOTTSDALE RD, SCOTTSDALE, AZ 85253-1427",602-255-7625,Other,Low
BANNER URGENT CARE,"7066 E GOLF LINKS RD, TUCSON, AZ 85730-1062",602-747-6365,Other,Low
BANNER URGENT CARE,"5545 E BROADWAY BLVD, TUCSON, AZ 85711-3842",520-694-4920,Other,Low
BANNER URGENT CARE,"35945 N GARY RD, SAN TAN VALLEY, AZ 85143-5748",480-827-5750,Other,Low
BANNER URGENT CARE,"3000 N ARIZONA AVE, CHANDLER, AZ 85225-7717",480-827-5660,Other,Low
BANNER URGENT CARE,"3160 E QUEEN CREEK RD, GILBERT, AZ 85297-8403",480-827-5790,Other,Low
BANNER URGENT CARE,"6702 W BETHANY HOME RD, GLENDALE, AZ 85303-4402",623-465-6345,Other,Low
BANNER URGENT CARE,"11685 W VAN BUREN ST, AVONDALE, AZ 85323-6904",623-465-6420,Other,Low
BANNER URGENT CARE,"2950 S ALMA SCHOOL RD, CHANDLER, AZ 85286-8120",480-827-5690,Other,Low
BANNER URGENT CARE,"21980 N 83RD AVE, PEORIA, AZ 85383-1850",623-465-6375,Other,Low
BANNER URGENT CARE,"3457 W WHITE MOUNTAIN BLVD, LAKESIDE, AZ 85929-6007",928-358-1515,Other,Low
BANNER URGENT CARE,"3141 E INDIAN SCHOOL RD, PHOENIX, AZ 85016-6807",602-255-7700,Other,Low
BANNER URGENT CARE,"5018 N 7TH ST, PHOENIX, AZ 85014-3101",602-255-7680,Other,Low
BANNER URGENT CARE,"4206 E CHANDLER BLVD, PHOENIX, AZ 85048-8873",480-827-5590,Other,Low
BANNER URGENT CARE,"3141 S MCCLINTOCK DR, TEMPE, AZ 85282-5600",480-827-5650,Other,Low
BANNER URGENT CARE,"1120 S GILBERT RD, MESA, AZ 85204-5206",480-827-5720,Other,Low
BANNER URGENT CARE,"3247 E BELL RD # PB-1, PHOENIX, AZ 85032-2707",602-747-6365,Other,Low
BANNER URGENT CARE,"3126 S HIGLEY RD, GILBERT, AZ 85295-2030",480-827-5780,Other,Low
BANNER URGENT CARE,"1955 W GUADALUPE RD, MESA, AZ 85202-7487",602-747-6365,Other,Low
BANNER URGENT CARE,"7952 N 43RD AVE, GLENDALE, AZ 85301-1662",623-465-6330,Other,Low
BANNER URGENT CARE,"3611 N CAMPBELL AVE, TUCSON, AZ 85719-1534",602-747-6365,Other,Low
BANNER URGENT CARE,"931 E ELLIOT RD STE 11, TEMPE, AZ 85284-1578",480-827-5640,Other,Low
BANNER URGENT CARE,"15521 W BELL RD, SURPRISE, AZ 85374-3437",623-465-6390,Other,Low
BANNER URGENT CARE,"407 N LINDSAY RD, MESA, AZ 85213-7710",480-827-5710,Other,Low
BANNER URGENT CARE,"16430 W YUMA RD, GOODYEAR, AZ 85338-3102",623-465-6405,Other,Low
BANNER URGENT CARE,"1908 E MCKELLIPS RD, MESA, AZ 85203-2866",480-827-5610,Other,Low
BANNER URGENT CARE,"1660 N HIGLEY RD, GILBERT, AZ 85234-1614",480-827-5600,Other,Low
BANNER URGENT CARE,"1157 S CRISMON RD STE 101, MESA, AZ 85208-2661",480-827-5730,Other,Low
BANNER URGENT CARE,"9111 N 7TH ST, PHOENIX, AZ 85020-2515",602-255-7670,Other,Low
BANNER URGENT CARE,"7089 N THORNYDALE RD # SU, TUCSON, AZ 85741-2728",520-694-6600,Other,Low
BANNER URGENT CARE,"1940 W GLENDALE AVE, PHOENIX, AZ 85021-7876",602-255-7690,Other,Low
BANNER URGENT CARE,"13901 W MEEKER BLVD, SUN CITY WEST, AZ 85375-4475",623-465-6435,Other,Low
BANNER URGENT CARE,"1 N CENTRAL AVE FL 10, PHOENIX, AZ 85004-4469",602-255-7650,Other,Low
